created_at,tweet,username
2017-10-27 10:06:39+00:00,"Buen día, dónde ocurrió?",AsuncionMuni
2017-10-27 10:05:30+00:00,"Y que se le cobre a la empresa una gran multa así aprenderan, no debe salir de nuestros impuestos estos gastos!!",lugo_gra
2017-10-27 10:05:03+00:00,"Buen día, lamentablemente no se puede multar si la infracción no fue constatado por un agente de la PMT.",AsuncionMuni
2017-10-27 10:03:14+00:00,"Buen día, comunicamos al área responsable. Gracias por el reporte",AsuncionMuni
2017-10-27 09:38:21+00:00,"El proyecto genial=’q no haya cuidacoches, los q estacionan a la derecha con luz stop y q se respete la velocidad y no circulen cm tipo rally",sisumeza
2017-10-27 09:35:12+00:00,Buenos días   los semáforos de Azara y EEUU y Brasil no están inteligentes desde el lunes. Arman un caos.  ,LaturkFe
2017-10-27 09:27:47+00:00,LLUVIAS Y TORMENTAS CONTINÚAN HOY VIERNES     VER MÁS:   &pic.twitter.com/jxjYNWZzcJ,AsuDgrrd
2017-10-27 09:22:44+00:00,Fuertes multas a estos camioneros Exceso de velocidad y fuera de horario para trasnporte de est tipo de cargas.. Basta de cazar turistas en la zona Cacen camiones,rodrigo_candia
2017-10-27 09:09:27+00:00,"Muy lindo, muy lindo pero mucho control con el aseo y cuidado de sus puestos. Xfa.",MildeGuerrero
2017-10-27 08:45:28+00:00,Por favor hay que asignar a un inspector que no sepa coimear para multar a borrachos que orinan por las plantas y propietarios que ensucian,KunaVale
2017-10-27 08:43:43+00:00,"Nadie conoce los nombres!!! al final se hace largo y complicado: ""Avda Acuña de Figueroa ex 5ta Avda"" en vez de ""Avda 5ta""  ",nelsonvelaz
2017-10-27 08:41:00+00:00,"Excelente ! Pero...porque complican con los nombres de calles en esa zona ? Quien conoce ""acuña de F""? ""Dupuis""? Cambien! 1ra,2da,4ta,5ta...",nelsonvelaz
2017-10-27 07:04:34+00:00,  un árbol obstruyendo El Paso sobre Republica Argentina casi Facundo Machain,soriamariale
2017-10-27 05:27:55+00:00,"Mejor ser ""hurrero"" que un simio con celular autodenominado ""pensante"" defendiéndole a un merquero inútil",MiguelKeim18
2017-10-27 05:27:16+00:00,Y? Cuál es pio??? Te molesta? Fácil! VERDE...,MiguelKeim18
2017-10-27 05:23:15+00:00,Pobre monita ferrerista...,MiguelKeim18
2017-10-27 03:55:16+00:00,Por favor prohiban camiones entrar al túnel! Son los que más accidentes causan!,diegovbazan
2017-10-27 03:21:08+00:00,"Oita   ,   no pueden multarle con esta foto? Artigas y Lombardo. Cc     pic.twitter.com/cNBlfyOQNC",jaaceco
2017-10-27 03:15:32+00:00,  deci algo,algaray75
2017-10-27 03:12:55+00:00,De dónde habra obtenido su licencia el con ductor de este camión? Seguro que ni examen dio. Hay que difundir esos datos.,teclitamovil
2017-10-27 02:39:33+00:00,"Todo muy lindo, pero por favor no planten palmeras, plantes árboles frutales autóctonos, que atraiga aves!",vikingog
2017-10-27 01:59:01+00:00,Qué linda cantidad de vinilos,cubillajorge
2017-10-27 01:56:39+00:00,,nelson1903
2017-10-27 01:53:01+00:00,Gran Victoria de   . Buenísimo para el basquet Paraguayo. Que siga creciendo el basquet nacional!. comuneros Ya  ,domuchisimo
2017-10-27 01:49:19+00:00,Cuenta con río propio,nor_dennis
2017-10-27 01:46:42+00:00,Hubo multa o sanción para el conductor o dueño del vehículo? No dejen impune! Encima produjo serias grietas en la pared,canaduarte
2017-10-27 01:44:34+00:00,Genial el proyecto! Veo mucho espacio para transito peatonal y recreación en el tuit; gracias por enviar!,GracielaArceD
2017-10-27 01:43:04+00:00,Si el PMT consigue dinero podrá pagar un abogado que lo asista en la querella por lesión.,carlosfalcon225
2017-10-27 01:37:08+00:00,Las 4 nio ocurrió y aún siguen jodiendo para sacar. Que triste es ésto. cuando lo q van a pensar en los miles de ciudadanos q usa el tunel,horacioAquino1
2017-10-27 01:36:08+00:00,"Inhumano como están los trabajadores del abasto con promesas de mejoras a futuro. Igual lo de la terminal, menos teatro más acción",lugo_gra
2017-10-27 01:26:26+00:00,Chulinaaaaaaa como le mima a su papi !!!,MorochaAlder
2017-10-27 01:25:31+00:00,Podes ver este tuit y te darás cuenta que no harás carrera de obstáculos entre sillas y mesas   &,ReneSanier
2017-10-27 01:23:48+00:00,Es hora que en     tomen decisión contundente contra estos conductores prepotentes y potenciales criminales. Ya!!!,teclitamovil
2017-10-27 01:21:25+00:00,Van a convertir el paseo de quinta en un mercado,RalAquino4
2017-10-27 01:20:27+00:00,"que tal si de los tantos puntos peligrosos en días de lluvia que comunican, hacen algo para que ya no lo sean a corto plazo?  ",alefeltes
2017-10-27 01:13:49+00:00,"      Ojalá hayan escuchado el pedido o reclamo del gran Pedrito Garcia, el basket pyo lo necesita",mschmeda
2017-10-27 01:13:23+00:00,"Congratulaciones. Un excelente proyecto, a seguir laburando y mejorando en lo que resta.",RDBurgos94
2017-10-27 00:58:17+00:00,Uff imagínate el cariño que me da la avda. Sta. Teresa,cherodo__
2017-10-27 00:57:11+00:00,                   ,esampras
2017-10-27 00:53:47+00:00,Espero q esta empresa PAGUE POR LOS DAÑOS AL TÚNEL. . ese túnel es de todos y exigimos q ELLOS LO ARREGLEN!! Q NO SALGA DE NOSOTROS DE NUEVO,antoniorHD
2017-10-27 00:37:57+00:00,"En el plano nio se ve que prevén estacionamiento, de ambos lados encima",roberpedrozo
2017-10-27 00:09:21+00:00,Continúa apoyo P. M.T. para despeje del Tunel Semidei     pic.twitter.com/nAKuHUh5jc,pmtasuncion1
2017-10-26 23:56:48+00:00,Cobertura P. M.T. Predio Mercado Municipal de Abasto     pic.twitter.com/vkXxQIHjq1,pmtasuncion1
2017-10-26 23:55:39+00:00,"Sigue Cobertura P. M.T. zona del accidente, en proceso trabajos para despeje del Tunel Semidei     pic.twitter.com/meEakhJpTu",pmtasuncion1
2017-10-26 23:50:01+00:00,Es q nos pasamos culpando a cuanta autoridad gubernamental existe y nosotros mismos somos animales. Vamos pues a cuestionarnos a nosotros tb,macv82
2017-10-26 23:34:18+00:00,Pensé que no habría casillas!! Y aumentaron a 16!!! Mi Dios!! Y los peatones? Haremos como siempre zig zag entre mesas y sillas? Que pena!,GracielaArceD
2017-10-26 23:27:21+00:00,Va tener baño o seguirá siendo la muralla de la esquina?,pedroflash01
2017-10-26 23:21:34+00:00,  gran puta yo me pregunto que mierda hace Ferreiro por asuncion? Pueden pio pagar mi tren delantero? Un asco son las calles..,alexcolman92
2017-10-26 23:13:27+00:00,Esto de la ironía ...pic.twitter.com/COEPQT6vyT,DiegoBaum
2017-10-26 23:11:46+00:00,      EXIJO!! se anule de por vida el registro de conducir al hombre que golpeo al oficial de PMT.pic.twitter.com/A2spcOLxWz,ninjajusto
2017-10-26 23:11:33+00:00,  MERCADO 4 INUNDADO DE TRAGAMONEDAS!!QUE PASA??,Tereverav
2017-10-26 23:10:33+00:00,  MERCADO 4_INUNDADO DE TRAGAMONEDAS!!!,Tereverav
2017-10-26 23:09:23+00:00,  Q pasa en el mercado 4!!inundado de máquinas tragamonedas!!10;máquinas en cada esquina!!battilana!;Ana día!otazu!!R de FCIA,Tereverav
2017-10-26 23:08:03+00:00,Habrá más cuidacoches?,laurie_7902
2017-10-26 23:06:38+00:00,  Que pasa??el mercado 4 inundado de las maquinas tragamonedas!!lleno sobre battilana!otazu!INUNDADOO!!!,Tereverav
2017-10-26 22:59:13+00:00,      las lumínicas de la Avenida 21 ptdas y tacuary ya no funcionan las que se encuentran en el parque es muy peligroso,MarleneJ_GM
2017-10-26 22:57:47+00:00,Aprende lo que es la ironía,eligua1978
2017-10-26 22:54:41+00:00,Deberian de prohibir circular camiones de gran porte durante el día en toda la zona metropolitana!!!,hrgonzalez72
2017-10-26 22:53:03+00:00,Esta empresa no solo se cree dueña de la calle sino también de la vereda. Actúen       pic.twitter.com/ACJBO6zvHx,rocampo84
2017-10-26 22:46:49+00:00,    Tienen q instalar un sist. semaf o de luces rojas de tal forma a clausurar el tunel al producirce accidentes,rickyreca01
2017-10-26 22:41:57+00:00,Pongan cámaras!!! es lo más básico que le falta a ese túnel. Multen a los infractores,nicomartinezpy
2017-10-26 22:39:56+00:00,Tendrá que morir algún inocente para que se busque una solución,nicomartinezpy
2017-10-26 22:38:35+00:00,JJAJAJAJJAJAJAJAJJAAJJAJAJAJAJAJAJAJJA COREEE LITERALLLL,kacandia11
2017-10-26 22:38:11+00:00,"Ok pero en ese mismo grafico que ponen, se ve desde lejos que NO entran 2 autos en dos carriles paralelos, en grafico y en la vida real",Empafuckingnada
2017-10-26 22:37:11+00:00,Le imagino a Mario Ferreiro anotando en su máquina de escribir invisible,memoriveros0493
2017-10-26 22:37:04+00:00,Porque tienen que ocupar espacio de estacionamiento Si falta lugar para estacionar.,CassanelloJorge
2017-10-26 22:35:29+00:00,"Estos de la municipalidad son idiotas o están practicando para graduarse de ""idiotas""",CassanelloJorge
2017-10-26 22:33:31+00:00,"Detrás de la cárcel de tacumbu o en Cateura andate con tu cachaca,son unos insoportable",57Santander
2017-10-26 22:32:04+00:00,"Super chululu,pero la PMT debe star pte es un cahos los jueves a domingo 3estacion,de estos inadaptado soy vecino y es insoportable",57Santander
2017-10-26 22:30:24+00:00,Se debería poner lomadas antes de entrar a ese túnel. Cada rato se tragan esa curva,VictorBarrail
2017-10-26 22:15:31+00:00,Espectacular . !,fbritos13
2017-10-26 22:12:43+00:00,"Esa darsena todavia no habilitan y ya tiene defectos. Si eras asegurada del IPS y te vas x ahi, ya te ibas a dar cuenta.",teclitamovil
2017-10-26 22:11:12+00:00,En que ciudad vivis?,teclitamovil
2017-10-26 22:10:26+00:00,Apuradas?. Tan poca cisa hacerlo en casi un año es exagerado. Debe ser que le dieron la obra a empresa fantasma. Y Mario no se da cuenta.,teclitamovil
2017-10-26 22:10:22+00:00,JAJAJAJAJAJA,GabiiRetamozo
2017-10-26 22:08:25+00:00,"Frente a IPS mismo, sobre Sacramento, lleva como un año de deterioros.",teclitamovil
2017-10-26 22:07:00+00:00,"Ya era hora. Casi un año de su inicio. Gran parte del año, paralizada la obra. Deberian informar de la sancion que le dieron a la firma.",teclitamovil
2017-10-26 22:03:48+00:00,  trabajando por la Ley Julio Fretes hoy + necesaria q nunca            &,CaraRavera
2017-10-26 21:56:08+00:00,y podremos ir como.siempre con nuestros potentes equipos de sonido a escuchar reggeton a todo volumen ?,Alessi1912
2017-10-26 21:54:12+00:00,"Que mal educado , mucha gente muere y se accidenta con tormentas así. Pendejo",jessgon1088
2017-10-26 21:53:12+00:00,pero independientemente de lo del tunel los camiones de gran por entran en asuncion en cualquier calle no RESPETAN NADA.. un quilombo es,Yankee78
2017-10-26 21:51:41+00:00,Jajaja en el Hospital noo,MiNoe444
2017-10-26 21:50:20+00:00,Me encantaaaaa aa,carollinarose
2017-10-26 21:46:24+00:00,"Choferes "" profesionales"" manejan esos camiones. Analfabetos viales a toda velocidad total el camion no es suyo",OscarCa66498226
2017-10-26 21:43:53+00:00,Una vergüenza lo que hicieron con este PMT   urgente deben actuar  ,Investigapy
2017-10-26 21:43:44+00:00,Procesamos su denuncia.,pmtasuncion1
2017-10-26 21:43:04+00:00,Otra vez estos monos que no respetan los 40 km y entran clasificando,larocanrolSM
2017-10-26 21:40:39+00:00,"ojala les hagan pagar al propietario del vehículo , las reparaciones que sean necesarias, más una FEROZ multa....!!",rocioluzviol
2017-10-26 21:38:34+00:00,Increible el nudo del transito ahora en la zona. Estos camiones deben circular por vias alternativas. No saben lo que es un tunel !,Mirna36
2017-10-26 21:38:10+00:00,"Es d importancia para la municipalidad de Asunción...al menos p/imponer las multas, esto pasa porque no hay control a metros  ",UnaRobbins76
2017-10-26 21:36:36+00:00,        Xq no prohíben tránsito d vehículos d gran porte xtúnel Semidei?Otro accidente.,dagogliano
2017-10-26 21:35:38+00:00,Entran con una velocidad que se comen la curva,benjissaldivarg
2017-10-26 21:35:30+00:00,"Gracias, ojalá que no sólo limpien sino puedan controlar que no se use de basurero la vía pública.",meliabeck
2017-10-26 21:34:53+00:00,el MOPC es el responsable de las rutas del país...,rocioluzviol
2017-10-26 21:34:13+00:00,Re agrietado ya esta ese tunel de tantos camiones que chocan ahi adentro,kacandia11
2017-10-26 21:32:52+00:00,Nose como no aprenden millon de veces ya paso LO MISMO y nosotros nos bancamos el tráfico asqueroso y mas a esta hora que imutiles que son!!,kacandia11
2017-10-26 21:32:29+00:00,      chatarra de la línea 18 descompuesto sobre San Martín y Lillo .,fbritos13
2017-10-26 21:32:17+00:00,Creo esto ya es la 3 o me animo a decir el 4to accidente... investigaré,joseperalta858
2017-10-26 21:31:37+00:00,"Lo ideal seria prevenir esto, esos camiones superan los 80km/h en la zona sin que nadie les controle, ida y vuelta",joseperalta858
2017-10-26 21:29:59+00:00,De terror,LizR2012
2017-10-26 21:29:42+00:00,Por que lo que dejan que circulen este tipo de camiones en el tunel la segunda vez que pasa vamosna Mario estos de camiones no respetan nada,Yankee78
2017-10-26 21:28:35+00:00,"No es raro, en horario de 17 a 19hs estos camiones superan los 80km p/h en la zona, tanto ida como vuelta Nadie controla esto  ",joseperalta858
2017-10-26 21:28:04+00:00,Poco habla en favor de ellos que tarden UN AÑO en terminar una pequeña obra como esa. Solo 2 obreros trabajan. Debe ser de una empresa kañy.,teclitamovil
2017-10-26 21:27:05+00:00,Bloqueo del Tunel Semidei por Accidente de Tránsito. Presencia y Asistencia P. M.T. en el lugar.     pic.twitter.com/KCgH1SSgLa,pmtasuncion1
2017-10-26 21:26:23+00:00,"Donde cambio Asuncion?. Pareciera que los colorados siguen al frente de la ciudad. Y realmente siguen, pq hubo un pacto con ellos.",teclitamovil
2017-10-26 21:25:53+00:00,Las casillas serán licitadas ???,Matheuscaffare1
2017-10-26 21:21:13+00:00,Estan esperando que colapse o pase una tragedia mayor para echarse la culpa por la inutilidad que tienen... No les importa un carajo,UnaRobbins76
2017-10-26 21:21:03+00:00,"Cualquier accidente, x culpa de esas casillas construidas x utds, los hará responsable",Yoyi_aponte
2017-10-26 21:20:20+00:00,Comen espacio de la calle. Eso no pueden hacer,Yoyi_aponte
2017-10-26 21:20:09+00:00,Todavia no se repararon los daños que causo el choque anterior..todavía las paredes estan esperando que alguno de ustedes lo reparen!,UnaRobbins76
2017-10-26 21:20:02+00:00,Pero cual es la causa de tantos accidentes en ese túnel? Falta señalizar? Exceso de velocidad?,ReneSanier
2017-10-26 21:19:49+00:00,NUNCA MÁS ABRAN UN AUDIO/VIDEO DE 10 A 11 SEGUNDOS!!,aCabreraNavarro
2017-10-26 21:18:27+00:00,De nuevo la gtan put..!!!     por favor impongan las multas necesarias para estos desgraciados  &,UnaRobbins76
2017-10-26 21:15:48+00:00,  tienen que prohibir que los camiones pasen por ahi,ANIBALCSPDS
2017-10-26 21:07:08+00:00,"Buenas tardes, los compañeros estarán por el lugar para el retiro de los residuos, daremos aviso a la   para su intervención.",AsuDsu
2017-10-26 20:58:25+00:00,Cobertura P. M.T. Predio del Mercado Municipal de Abasto     pic.twitter.com/gFkZiPTHl1,pmtasuncion1
2017-10-26 20:55:50+00:00,Agradecemos el dato. Procesamos su denuncia,pmtasuncion1
2017-10-26 20:52:57+00:00,"Zona M4 y EM la PMT por todos lados; pero en barrios ""exclusivos"" el estacionamiento es tierra de nadie. Hakembó para ver q auto pasa 1ro pic.twitter.com/T1mN7Tb5VA",blopmor
2017-10-26 20:44:33+00:00,GRACIAS     &,hanna_Moli
2017-10-26 20:34:24+00:00,"El paseo central en Brasilia y Luis de León (y Luis de Granada) se usa de basurero, qué se puede hacer     pic.twitter.com/aR7MGoazs7",meliabeck
2017-10-26 20:30:36+00:00,Decoracion venesiana ningo es. Los chetos hacen lo que quieren con su plata...,k_los185
2017-10-26 20:28:20+00:00,"En algún momento, la galería también, tiene que estar a tono con el resto del país.",CarlosG00663648
2017-10-26 19:58:30+00:00,pffffffffffff entre este y   no se quien es peor...,DarkNightPy
2017-10-26 19:54:27+00:00,Estaba con pacientes,origonzalez
2017-10-26 19:54:24+00:00,    fuerza que na,Lau_Gime
2017-10-26 19:54:23+00:00,JAJAJAJAJAJAJ HDPPPP estoy en la peluquería estúpido,ara_ovelar93
2017-10-26 19:53:21+00:00,        idiooooteeeee,alecano_09
2017-10-26 19:50:01+00:00,O si llueve como llegamos?,Lau_Gime
2017-10-26 19:44:20+00:00,Llueve y   se viste de                ,ingjuangodoy
2017-10-26 19:42:10+00:00,Nunca se trabajo de esta manera en Asunción! Fuerza   bendiciones en tu trabajo!,deisycardozo44
2017-10-26 19:35:30+00:00,Deberían aprender a cuidar la ciudad y No buscar mejorar técnicas para recaudar,cuidoalmundo
2017-10-26 19:30:18+00:00,Agradecemos el dato. Procesamos su denuncia,pmtasuncion1
2017-10-26 19:27:58+00:00,"Muy buena iniciativa para los jovenes, y que mejor manera que con el arte y la cultura¡",jessgon1088
2017-10-26 19:26:59+00:00,Mirá   tus kapes de la prensa se cagan en las señales.      &,MarParedes_08
2017-10-26 19:14:20+00:00,      esto como se llama???empiezo con la larga lista de accidentes pic.twitter.com/ssep2gWda8,BertoneAdriana
2017-10-26 19:11:24+00:00,   ,ro_ber89
2017-10-26 19:07:00+00:00,    la falta de conciencia ciudadana hay que curar con multas! sargento Gauto y soldado paraguayo pic.twitter.com/u7wsoHLRfN,martaoviedovas
2017-10-26 19:01:19+00:00,El contraste elocuente que marca la diferencia entre gestion privada y la pública,KarumbeDaniel
2017-10-26 18:30:55+00:00,Hermoso arroyo frente al paseo la galería.   o ustedes qué opinan? pic.twitter.com/hLVxTLqg3e,rhainer_95
2017-10-26 18:24:09+00:00,Viejo que desperdicio de tiempo le haces a todos..,PaisReves
2017-10-26 18:16:10+00:00,Playa La Galería,Mari01902
2017-10-26 18:15:41+00:00,SOLUCION: No hay que tirar basura segun el super Intendente. Los comunes son el problema segun ellos,blattdracul
2017-10-26 18:15:24+00:00,No podes ser tan hijo de puta! Anda jode con tu abuela inmaduro!,anaperez192
2017-10-26 18:12:50+00:00,Siempre trabajando por y para la naturaleza a pesar del tiempo! Grande   se nota el compromiso y la responsabilidad!,anaperez192
2017-10-26 18:12:01+00:00,Linda la zona del Paseo La Galeria pero en dias de lluvia ??     pic.twitter.com/7DYITZ48jV,ChismosasParag2
2017-10-26 18:11:01+00:00,"Yendo desde Avda Félix Bogado;Las 1ras 3 cuadras:horrible Interseccion con EEUU: baches, con Mexico:más baches, y más adelante:zanjitas",Parehara
2017-10-26 18:09:46+00:00,"Ahí vive algún parlamentario, por éso no pudo llegar a su lugar de trabajo.....«ausencia justificada»",levantomimate
2017-10-26 18:09:05+00:00,Ndañame'ei la gusto che Dios! Tantos periodos de abandono sin trabajar y ahora porque se trabaja katu ojeplagueapa la gente!,anaperez192
2017-10-26 18:06:14+00:00,"Duele este país tan inseguro, tan hambriento gobernado por coloretes ladrones!",anaperez192
2017-10-26 18:05:22+00:00,"La inconsciencia de la gente es tanta, demasiado da gusto tirar la basura a la calle y cuando llueve se viene el raudal y ahí de plaguean!",anaperez192
2017-10-26 17:53:48+00:00,A mi me parece que deberia decir todos los dias en vez de decir los dias de lluvia.,eltonyalcaraz
2017-10-26 17:35:47+00:00,Jajajajaaj,adri_laterra
2017-10-26 17:34:16+00:00,Socorro hasta áhora nadie hace nada por el barrio,lizaMartinez5
2017-10-26 17:31:37+00:00,Nada aún no llueve en Alto Py Bahía Negra solo viento fresco... falta hace lo que ya sobra acá,patrysmith15
2017-10-26 17:29:51+00:00,      Av. Primer Pte.pic.twitter.com/BUNAt96eC7,davferre
2017-10-26 17:22:32+00:00,Que lindoo... Cual es la calle mas lindaaaaa para llegar al lugar???? Ufff,Lu0985
2017-10-26 17:17:59+00:00,Y las pilas usadas que las hacemos?,vikingog
2017-10-26 17:12:34+00:00,"En el comedor, frente a todos los compañeros. Gracias por la magia pic.twitter.com/ncClqsokbl",marianolopezpy
2017-10-26 17:06:05+00:00, ,holaholajuanjo
2017-10-26 16:35:15+00:00,se junta solamente para tirarlos?  ,miguellopez_83
2017-10-26 16:28:05+00:00,pic.twitter.com/j80csMZxOk,invicky
2017-10-26 16:20:03+00:00,    boca de tormenta taponada por sedimentos sobre la calle Paraguari esq 25 de Mayo atender reclamo,fernan_cuevas
2017-10-26 16:19:25+00:00,"Y porque no se van por el súper viaducto, hich!",Norabeli
2017-10-26 15:51:09+00:00,"A nadie les llega las campañas, las multas si educan en serio",433430_595
2017-10-26 15:50:18+00:00,Gracias todo el shopping se dio vuelta a mirarme.,_violentita
2017-10-26 15:31:27+00:00,excelente sugerencia !,rocioluzviol
2017-10-26 15:11:41+00:00,Genial tener estas alianzas para luego lograr buenos acuerdos,baezMar83
2017-10-26 15:10:16+00:00,"Está cuando este gobierno va a dar pase libre al narcotrafico, al epp. Lamentable esto",baezMar83
2017-10-26 15:07:49+00:00,"Lamentable las personas son puerca y luego se quejan de todo.. empecemos por nosotros, no cuesta nada tirar la basura en el basurero",baezMar83
2017-10-26 15:07:14+00:00,Siempre tiran basuras durante la lluvia y eso hace que el asfalto se rompa!,KarenOrtega321
2017-10-26 15:04:32+00:00,"Por sobre todo las calles feas de Sajonia y el resto , nada haces ,para q prometiste , te hubieses quedado en el canal",Chely71571343
2017-10-26 15:02:18+00:00,"Eso, solo confiamos en Dios , porque estos políticos solo se ocupan de su yo, yo yo ,yo",Chely71571343
2017-10-26 15:01:00+00:00,"Se sabe perfectamente los lugares críticos en estos casos, ojalá se haga algo pronto!     &",LuchoZelaya
2017-10-26 15:00:16+00:00,"Déjate de opinar y arregla las calles de Sajonia y todo Asuncion , prometiste y no cumpliste",Chely71571343
2017-10-26 14:54:46+00:00,"    por Dios los baches de Sajonia, por qué los periodistas le dejan libre a Mario Ferreiro",Chely71571343
2017-10-26 14:54:44+00:00,Encontrando alternativas para el tránsito en         pic.twitter.com/4M1w95I4Sq,IvnAllende
2017-10-26 14:53:38+00:00,Genial! siempre es mejor estar precavido antes que lamentar,SusanaaCaceres
2017-10-26 14:53:15+00:00,Brillante  ,AleRecalde87
2017-10-26 14:51:54+00:00,  gran putaaaa,Baez_Sofi19
2017-10-26 14:51:16+00:00,cuando van a arreglar la calle 1er Presidente? Está desastrosa de punta a punta.,Alvaromgrau
2017-10-26 14:50:09+00:00,Trabajen de noche araganes,noti82
2017-10-26 14:42:18+00:00,"Pero terminen sus obras y no dejen a la deriva como siempre. Tus calles dan mas pena que la albirroja! La gente tiene culpa, pero vos tb.",martingoretta88
2017-10-26 14:41:18+00:00,Aprovechador ! Ocupate de la ciudad!!,MirnaCceres2
2017-10-26 14:27:14+00:00,Estamos en la Comisión de Hacienda de la   realizando el estudio del proyecto del presupuesto para   2018 pic.twitter.com/294Zo3eHC5,francotroche1
2017-10-26 14:17:47+00:00,"Habilitado nuevamente el cruce de Azara y Aca Vera, tras haberse controlado el principio de incendio     pic.twitter.com/M0VS9wAfn5",pmtasuncion1
2017-10-26 14:14:12+00:00,Hdpppp boludo te mereces que te lleve el raudal en serio,Shessi_
2017-10-26 14:13:05+00:00,"Alguna vez Asunción, dejará de ser aldea, para convertirse en ciudad            ",SantacruzFISA
2017-10-26 14:10:39+00:00,Jajaja asi que nos suspendan a todos,vlamanchao
2017-10-26 14:07:23+00:00,"La aldea alguna vez será ciudad, depende de la gente cambiar              ",SantacruzFISA
2017-10-26 14:02:11+00:00,"Que mal, nunca se solucionó este problema. Que ente es el encargado de esto? La   o   ?  &",RDBurgos94
2017-10-26 14:00:29+00:00,"Y no queremos solo playas de parte de la EBY señor intendente, recordemos también que nos dejaron sin el estadio de la Liga..",Juanagonzd
2017-10-26 13:56:59+00:00,Re encantas era la ultima palabra me traiciono mi dic. Jaja,GimenezNR
2017-10-26 13:56:36+00:00,"    Hundimiento de empedrado (muy peligroso para el tránsito), calle Areguá a 50 metros de Tte. G. Villalba. pic.twitter.com/jjAn8DUMgS",RodriguezPy
2017-10-26 13:55:48+00:00,Principio de incendio. Ya controlado por el CBVP Azara y Aca Vera. Apoyo P. M.T. en el lugar     pic.twitter.com/8kWvOs42Bx,pmtasuncion1
2017-10-26 13:53:55+00:00,JAPIROOOO MAN TE ODIOOOOOO!!!,Gregor92
2017-10-26 13:49:31+00:00,"Naty no pongas esa carita, que te queda mejor esa sonrisa que te sale del alma encantas y te encantas asi",GimenezNR
2017-10-26 13:45:52+00:00,,_caritovargas
2017-10-26 13:45:30+00:00,"Sí, ya vi kuri hace rato ya... kilooombo están las calles",nelsonkisser
2017-10-26 13:44:48+00:00,  mira,_caritovargas
2017-10-26 13:41:23+00:00,Agradecemos el dato Procesamos su denuncia,pmtasuncion1
2017-10-26 13:38:07+00:00,IA PORA,corgisama
2017-10-26 13:33:56+00:00,Bien dichooooo....,rody_ccp1912
2017-10-26 13:30:39+00:00,Están trabajando,gustavoinsa
2017-10-26 13:30:32+00:00,,tetopy
2017-10-26 13:30:13+00:00,,natycabarcos
2017-10-26 13:27:27+00:00,Y bueeeeenoooo esto es Paraguay,GimenezNR
2017-10-26 13:26:14+00:00,"falta un ""doble fila"" en la foto y ya completamos",eldelrifle
2017-10-26 13:26:00+00:00,Al parecer la señora estaba apurada por tomar su cafecito y poco le importó tapar la cebra. Se estacionó nomás  ,natycabarcos
2017-10-26 13:23:55+00:00,A consecuencia de que cayó un bus ustedes quitan este comunicado... Déjense de joder y laburen carajo!!!,fedenunes
2017-10-26 13:23:24+00:00,Atentis   Hoy jueves de 2x1: sobre 25 de mayo y Vice Presidente Sánchez. Camioneta s/cebra y camión s/vereda   pic.twitter.com/OmVVLFSAiG,natycabarcos
2017-10-26 13:20:50+00:00,"Que notable, imaginate si hubiese ocurrido en gobiernos anteriores.... oh wait...",joesys
2017-10-26 13:15:36+00:00,para cuando el arreglo de la Avda. Primer Pdte hasta la intersección con Madame Lynch y la toda la Avda Stma Trinidad?? Están HORRIBLES!!  ,KrNBritOs
2017-10-26 13:14:41+00:00,"frente a mi jefe, lpm",Rodri_Fleitas16
2017-10-26 13:10:46+00:00,Idiota,enrique_jaram
2017-10-26 13:07:19+00:00,Y nosotros esperamos que ustedes barran los cordones de las avenidas. Están llenos de arena,orgnavar
2017-10-26 13:06:41+00:00,La palabra muerte esta más asociado al nuevo rumbo   que en su cara matan niños!,TatiMoreno11
2017-10-26 13:05:17+00:00,El ciudadano debe aprender a no tirar la basura en la calle y ayudar!,TatiMoreno11
2017-10-26 13:03:26+00:00,Totalmente. Asi como ustedes un mejor uso a nuestro dinero.,carlitosgauto
2017-10-26 13:02:44+00:00,Pea re u,Afalcon_85
2017-10-26 13:01:39+00:00,"Es de no creer esta desgracia, cartes les dio luz verde a estos bandidos así nomas es, lamentable el nuevo rumbo.",TatiMoreno11
2017-10-26 12:58:51+00:00,Que capo intendente. Las relaciones internacionales son muy necesarias para transformar una ciudad. Fuerza,TatiMoreno11
2017-10-26 12:56:45+00:00,Xenofobia,TatiMoreno11
2017-10-26 12:56:37+00:00,"Buen día, deberia aprender a darle mejor utilidad a los medios de servicio Ciudadano y por sobre todo mantener el respeto hacia los demás.",pmtasuncion1
2017-10-26 12:54:37+00:00,Coincido porque vivo desde niña en Asunción y hoy la vemos que va cambiando. Aplaudo,TatiMoreno11
2017-10-26 12:54:03+00:00,"25 de mayo y vice presidente sanchez YAT 250, sra suupeer educada... el guardia le aviso y le hizo ok      ",karinna_83
2017-10-26 12:53:37+00:00,Hacer a las apuradas tampoco es bueno,TatiMoreno11
2017-10-26 12:51:12+00:00,Jajajajajajaja sorry,carlitosgauto
2017-10-26 12:49:23+00:00,JAJAJAJAJAJAJA,jaguatyvyta1
2017-10-26 12:48:13+00:00,¡Qué lo parió! ¡Vergüenza!  ,GusGonSan
2017-10-26 12:47:57+00:00,,alejooth
2017-10-26 12:47:38+00:00,Hijo de mil,jaguatyvyta1
