name,frequency,mean_age
ESTHER ANTONIA,37,45.1
ESTHER LOURDES,37,39.3
ESTHER LUISA,37,48.5
ESTHER MERCEDES,37,44
ESTHER SOFIA,37,40.2
ESTHER VICTORIA,37,45.4
EVA RUTH,37,38.7
EVELYN VANESSA,37,26
EYRE,37,8.1
FABIANA ANDREA,37,34.8
FANNY LUCIA,37,44.1
FARIZA,37,36.9
FERNANDA CAROLINA,37,24
FILOMENA CARMEN,37,65.4
FLOR ROCIO,37,38.5
FRANCISCA FATIMA,37,48.5
GABRIELA LORENA,37,30
GEA,37,20.3
GEMA VANESA,37,33.1
GEMMA INMACULADA,37,39.6
GLADYS RAQUEL,37,42.5
GLENDA PATRICIA,37,38.9
GLORIA MAGDALENA,37,47.7
GRACIA CARMEN,37,48.8
GRATIELA,37,35.7
GRISELDA MARIA,37,48.8
GUIFANG,37,46
HELENA CRISTINA,37,30.8
HOYAM,37,6.9
HRISTINKA,37,44.2
IBIS,37,40
IDA MARIA,37,48.3
IDAIRA PINO,37,24.7
INES PATRICIA,37,34.9
INESE,37,39.1
INEZ,37,36.2
INMACULADA ASUNCION,37,40.6
IOANA CORINA,37,28.9
IOANA GEORGIANA,37,23.6
IOANA LAURA,37,27.3
IONELA FLORINA,37,27.2
IRENE PAULA,37,33.7
ISA,37,25.3
ISABEL NOELIA,37,32.1
ISABEL SONIA,37,43.3
ISMENIA,37,50.2
ITHAYSA,37,10.3
IULIA ELENA,37,23.2
IYANA,37,9.6
IZANE,37,4.6
JEAN PATRICIA,37,71.3
JENNY BEATRIZ,37,37.3
JESSICA LUCIA,37,25
JIAJING,37,13.7
JIAO,37,30
JOHANA PATRICIA,37,30.3
JOHANNA VANESSA,37,27.7
JOSEFA HERMINIA,37,60.6
JOSEFA PAULA,37,63.5
JOSEFINA ANTONIA,37,55.3
JUANA AMELIA,37,55.9
JUANA IGNACIA,37,67.1
JUANA MARIA PILAR,37,64.6
JULIA ENCARNACION,37,55.7
JULIA MAGDALENA,37,47.6
KALSOOM,37,38.1
KAMILE,37,12.3
KARIN ELISABETH,37,58.1
KARINA LORENA,37,35.4
KATHERINE ALEJANDRA,37,22.7
KAUR,37,33.4
KELLY MARIE,37,30.9
KELLY VANESSA,37,21.1
KRYSTEL,37,21.7
LAILA MARIA,37,22.2
LENE,37,45.4
LEYDA,37,37.9
LEYI,37,11.1
LIANNE,37,28
LIENA,37,23.8
LILIANA DANIELA,37,35.8
LILIANA MIHAELA,37,34.5
LILIANA PILAR,37,41.9
LISA JAYNE,37,42
LOURDES FATIMA,37,43.8
LUCENA,37,49.4
LUCIA MARIANA,37,31.3
LUCY ELIZABETH,37,34.9
LUISA AMANDA,37,37.9
LUISA ENCARNACION,37,60.1
LUZ EDILMA,37,49.9
MADALINA ALEXANDRA,37,19
MADALINA MIHAELA,37,24.5
MADELEN,37,25
MAGGIE,37,25.5
MAILA,37,28.7
MANAHIL,37,6.5
MANUELA LOURDES,37,55
MANUELA MONTSERRAT,37,47.2
MARCELA CLAUDIA,37,44.1
MARGARITA ESPERANZA,37,52
MARGARITA FATIMA,37,45.3
MARIA ARGELINA,37,68.2
MARIA BUEN CONSEJO,37,59.9
MARIA EDEN,37,30.6
MARIA FREDESVINDA,37,67.2
MARIA GRAÇAS,37,51
MARIA LASTENIA,37,52.1
MARIA OLMO,37,51.5
MARIA PILAR ANTONIA,37,65.9
MARIA SALETE,37,48
MARIA SERVANDA,37,61.5
MARIA TERESA DOLORES,37,62.9
MARIA THERESE,37,62.2
MARIA TRIANA,37,19.1
MARIA YOHANA,37,34.1
MARIE ANTOINETTE,37,60.7
MARIELA ALEXANDRA,37,32.2
MARINA BELEN,37,27.4
MARINA FATIMA,37,32.1
MARINA SOFIA,37,25.7
MARTA OFELIA,37,55.5
MARTHA AZUCENA,37,47.6
MARTHA VICTORIA,37,45
MARY THERESA,37,61.6
MAYRA LORENA,37,31
MEIFENG,37,42
MELINE,37,25.7
MERCEDES FATIMA,37,47.4
MILAGROS DOLORES,37,54.5
MILAGROS JOSEFA,37,57
MILAGROSA MARIA,37,47
MIRELA CRISTINA,37,29.4
MIRELA GABRIELA,37,28.4
MIRIA,37,36.7
MIRIAM MAR,37,27.1
MUSARRAT,37,41.3
NAMIBIA,37,18
NATALIA PAULA,37,29.1
NAZARET CARMEN,37,19.5
NAZIK,37,38.1
NAZIRA,37,17.1
NEFERTARI,37,16.7
NELDA,37,46.4
NELLY ESPERANZA,37,47.7
NELLY YOLANDA,37,52
NICEFORA,37,77
NIKOLETT,37,26.8
NISRI,37,18.4
NORIMAN,37,10.2
NORMA ALEJANDRA,37,34.3
NURIA ROSARIO,37,41
OFIR,37,48.1
OLGA MONTSERRAT,37,47.7
OUASIMA,37,26.3
PALOMA ALMUDENA,37,40.7
PAOLA VERONICA,37,35.4
PATRICIA PAOLA,37,30.9
PAULA ANGELA,37,35.6
PAULA ANGELES,37,35.5
PAULA ELVIRA,37,35
PAULA MARTA,37,29.6
PAULINA ALEJANDRA,37,33.8
PETRINA,37,42
PILAR JUANA,37,65.2
PILAR PALOMA,37,52.6
RALUCA NICOLETA,37,24.3
RAMONA ANDREEA,37,22.3
RAMONA DOLORES,37,62.7
ROCIO REYES,37,35
ROMAREY,37,29.1
ROSA ADELAIDA,37,57.1
ROSA AGUSTINA,37,51.6
ROSA EDELMIRA,37,49.3
ROSA EDITH,37,46.2
ROSARIO REYES,37,49.8
ROSE ANN,37,44
ROSIANE,37,34.8
RUTH ABIGAIL,37,17
RUTH MARIBEL,37,35.6
RUTH MARLENE,37,39.8
SANDRA ALICIA,37,41.7
SANDRA VIRGINIA,37,37.9
SANELA,37,30.8
SAYDA,37,25.6
SHEILA CRISTINA,37,24.8
SHEILA ISABEL,37,23.8
SILENE,37,30.9
SILVIA EDITH,37,47.9
SILVIA LETICIA,37,39.4
SINESIA,37,70.9
SIRENA,37,33.9
SOFIA MICAELA,37,13.7
SOLEDAD ROSARIO,37,50.3
SONIA ELVIRA,37,43.6
SOPIO,37,35.1
SORAYA ELIZABETH,37,33
SULAMI,37,12.1
SUSANA ALEXANDRA,37,33.9
SUYAPA,37,39.1
TAHMINA,37,28.9
TANIA ROSA,37,30.9
TANIA VANESSA,37,28.7
TASSNIM,37,4.8
TERESA VICENTA,37,56
TIFANI,37,18
TRACEY ANNE,37,48.8
VALERIJA,37,30.6
VASILIKI,37,37.5
VIRGINIA ALEJANDRA,37,29.7
VIRGINIA ROSARIO,37,42
VYARA,37,34.6
WALKIRIA,37,36.5
WENYAN,37,30
XIAOYI,37,27.5
XIMENA PATRICIA,37,38.6
YACQUELINE,37,38
YAILIN,37,23.7
YAIZA ISABEL,37,23
YANYUN,37,35.8
YESMINA,37,25.8
YGUANIRA,37,17.3
YOCASTA,37,35.2
YOLA,37,44.7
YOLANDA FRANCISCA,37,45.9
YOLANDA ROSA,37,53
YULY,37,33.1
YUMIKO,37,46.3
ZHIYING,37,40.1
ACHOURA,36,41.3
ADELIA MARIA,36,48.5
AFIA,36,30.1
AGNES MARIA,36,44.9
AIDA LUCIA,36,34.6
AIDA MERCEDES,36,49.7
AIMA,36,9.2
AINHOA SOFIA,36,6.1
AKEMI,36,25.8
ALEKSANDRA ANNA,36,29.8
ALEXANDRA MARGARITA,36,35.5
ALICIA AURORA,36,47.1
ALICIA JUANA,36,58.1
ALINA CORINA,36,29.6
ALISEDA,36,26.3
AMARAL,36,7.8
AMELIA CONCEPCION,36,61.1
AMELIA MERCEDES,36,57.9
ANA ELBA,36,42
ANA LIBERTAD,36,29.1
ANA MARIELA,36,38.3
ANA RUS,36,33.9
ANCA DANIELA,36,31.4
ANDREEA LORENA,36,11.7
ANDREEA MONICA,36,23.1
ANGELA IRENE,36,45.3
ANGELA MARIE,36,40.4
ANGELA RAMONA,36,55.2
ANGELA VICENTA,36,55.1
ANGELES ANTONIA,36,56.9
ANGELICA PILAR,36,38.2
ANITA LUCIA,36,36.5
ANITZ,36,5.7
ANJU,36,32.4
ANTERA,36,73.6
ANTONIA MATILDE,36,61.8
AROOJ,36,17.4
ARPINE,36,27.6
AURORA BEATRIZ,36,35.7
AURORA INMACULADA,36,47.8
AYNA,36,14.1
AYNUR,36,29
BARALIDES,36,65.3
BARBARA ELENA,36,32.9
BEATRIZ ANGELA,36,41.3
BEATRIZ BELEN,36,36.2
BEATRIZ CECILIA,36,44.4
BEATRIZ ELISA,36,38.6
BEATRIZ LUISA,36,40.1
BEATRIZ MARINA,36,35.6
BEATRIZ RAQUEL,36,41
BEGOÑA ROSARIO,36,45.3
BERTA PILAR,36,41.2
BLANCA SOFIA,36,37.8
CAIFEN,36,37.3
CANDELARIA PILAR,36,48.2
CANTIA,36,14.2
CARMEN EDITH,36,44
CARMEN ELSA,36,52.9
CARMEN GEMMA,36,40
CARMEN GREGORIA,36,55.9
CARMEN RAFAELA,36,60.5
CARMEN SAGRARIO,36,55.2
CAROLINA FERNANDA,36,31.8
CAROLINA VANESA,36,33.8
CATALEYA,36,1.1
CATHARINA MARIA,36,62.5
CAÑOSANTOS,36,65.6
CECILIA ROSARIO,36,50.6
CELIA LUCIA,36,35.7
CELIA REGINA,36,46.1
CELMA,36,38
CHARITO,36,45.9
CLARITZA,36,34.3
CLARIZA,36,38.1
CLAUDETE,36,46.3
CLAUDIA ALICIA,36,33.6
CLAUDIA GRACIELA,36,42.5
CLAUDIA VALENTINA,36,22
CONCEPCION ELVIRA,36,61.8
CONCEPCION MILAGROS,36,56.9
CRISTINA BEGOÑA,36,37.6
CRISTINA ELVIRA,36,38.9
CRISTINA SIMONA,36,30.7
CRISTINA VALLE,36,38.3
DAHAB,36,16.8
DANIELA MARGARITA,36,24.8
DANIELA NICOLE,36,12.8
DENISA CRISTINA,36,14.3
DENIZ,36,26.9
DIANA IONELA,36,18.6
DIANA MARIANA,36,23.7
DIANA MICHELLE,36,17.3
DIANA RAMONA,36,28.4
DIARRA,36,23
DIENABOU,36,24.1
DIMITRA,36,38.2
DOLORES AURORA,36,55.4
DOLORES EMILIA,36,57.6
DOLTZA,36,29
DOMINA,36,79
DORA LILIANA,36,39
DORIANA,36,34.8
DULZURA,36,69.7
EDITH ELIZABETH,36,40.3
EGIDIA,36,67.2
ELENA ANDREA,36,25
ELENA MILAGROS,36,46.7
ELIA ANA,36,35.9
ELIANNY,36,10.4
ELIDE,36,38.5
ELISA BELEN,36,37
ELIZABETH BEATRIZ,36,39.9
ELVIRA MARGARITA,36,57
EMILIA ASUNCION,36,62.7
EMILY LOUISE,36,19.9
EMMA JAYNE,36,32.5
EMMA TERESA,36,34
EUGENIA CRISTINA,36,41.4
EVA ESPERANZA,36,37.8
EVA NOELIA,36,33.6
EVELYN GABRIELA,36,21.3
EWA BARBARA,36,43.9
EZZOUHRA,36,38.6
FALA,36,31.9
FANUTA,36,38.4
FATIMA INMACULADA,36,36.4
FATIMA RAQUEL,36,32.7
FEDORA,36,57.3
FELIPA CARMEN,36,65.8
FELISA ANTONIA,36,66.6
FELISA DOLORES,36,62.3
FIRDAOUSS,36,16.9
FLAVIA LORENA,36,34.7
FLORDELIZA,36,48.1
FLORENTINA ISABEL,36,50.3
FLORINA MIHAELA,36,29.2
FLORINDA MARIA,36,58
FRANCISCA BEGOÑA,36,47.9
GABRIELA CLAUDIA,36,34.8
GABRIELA IONELA,36,24.8
GABRIELA MONICA,36,41.5
GABRIELA STEFANIA,36,21.2
GAYNOR,36,58.3
GEMA MERCEDES,36,41.6
GENNY,36,40.3
GESSAMI,36,22.3
GIANELLA,36,16.6
GILDA MARIA,36,48
GLORIA NATIVIDAD,36,50.8
HAIQIN,36,39
HENDA,36,23.4
HENDRIKA,36,66.9
HONGFEN,36,39.7
INES BEATRIZ,36,40.2
INGRID PATRICIA,36,34.3
INMACULADA LUCIA,36,39.8
INMACULADA RAQUEL,36,42.2
IOANA ANCUTA,36,29.8
IONELA ADRIANA,36,27.7
IRIDE,36,23.4
ISABEL FELISA,36,63.2
ISLA,36,16.4
IULIANA MIHAELA,36,32.1
IVONNE ANDREA,36,31.1
IVONNE MARIA,36,43
IZABELA ANNA,36,35.9
JAKELIN,36,31.7
JAMA,36,45.3
JANY,36,31.7
JENNIFER JANE,36,52.7
JENNIFER LYNN,36,37.8
JESSICA MERCEDES,36,33.1
JESSICA VALERIA,36,23.7
JESUALDA,36,69.5
JHOVANA,36,30.7
JOANNA EWA,36,36.7
JOSEFA FATIMA,36,49.9
JOUDIA,36,28.2
JOVANNA,36,27.9
JUANA FELISA,36,69.3
JUANA SOLEDAD,36,53.7
KADIA,36,19.5
KADIDIA,36,20.8
KAMLA,36,53.6
KAREN ISABEL,36,25.4
KAREN JULIANA,36,18.1
KAREN LISSETH,36,20.1
KAREN PAMELA,36,23
KARLE,36,15.5
KATHLEEN ANNE,36,61.2
KELLY LOUISE,36,34
KIANA,36,8.1
KORAIMA,36,12.4
LARA CRISTINA,36,22.9
LAURA BEGOÑA,36,35.4
LAUREN ELIZABETH,36,25.6
LAVINA,36,36.6
LAVINIA ANDREEA,36,17.6
LAVINIA MIHAELA,36,24
LENA MARIA,36,27.7
LEYA,36,11.7
LIANA MARIA,36,33.2
LICA,36,46.6
LIDIA NOEMI,36,45.7
LILING,36,33.3
LILITH,36,5.9
LINA MERCEDES,36,44
LINDA MAY,36,65.4
LINDSEY,36,26.5
LISBEL,36,28.9
LORENA ESTEFANIA,36,23.5
LORENA FERNANDA,36,32.8
LUBICA,36,39.1
LUCIA ASUNCION,36,48.9
LUCIA BEGOÑA,36,42
LUCILE,36,37.3
LUCINDA MARIA,36,46.4
LUCINEIDE,36,39.5
LUISA AURORA,36,55
LUISA ESPERANZA,36,54.6
LUZ ROCIO,36,30.8
MACEDONIA,36,57.5
MAEBA,36,24
MAGALIE,36,32.9
MAHAM,36,10.1
MAISAA,36,10.4
MAMTA,36,32.8
MANJU,36,38.6
MANUELA BEATRIZ,36,46.9
MANUELA REMEDIOS,36,57.9
MARCELINA MARIA,36,63.9
MARCILENE,36,37
MARIA ABRIL,36,19.6
MARIA ARGIMIRA,36,65.4
MARIA BEATRICE,36,22.4
MARIA CARMEN ANA,36,63.4
MARIA CARMEN ANTONIA,36,65
MARIA CARMEN FATIMA,36,54.7
MARIA CARMEN FRANCISCA,36,65.3
MARIA CARMENZA,36,49.3
MARIA DEYANIRA,36,42.3
MARIA DOLORES TERESA,36,65.6
MARIA ELPIDIA,36,60.4
MARIA ELSY,36,49
MARIA JAZMINA,36,44.1
MARIA JESUS ISABEL,36,61.3
MARIA MELVA,36,55.2
MARIA NELSY,36,50.2
MARIA PILAR ROSA,36,63.2
MARIA RUBIALEJOS,36,57.4
MARIA SALIDO,36,56.6
MARIA TERESA CONCEPCION,36,63.2
MARIA YASMIN,36,31.4
MARIANA CORINA,36,34
MARIANA VALENTINA,36,26.8
MARICRIS,36,34.5
MARIELA ISABEL,36,33.6
MARINA CLARA,36,39.4
MARINA EMILIA,36,50.6
MARIS,36,30.8
MARTA ENCARNACION,36,37.5
MARTA ESTEFANIA,36,27.6
MARTA HELENA,36,34.8
MAUREEN ANNE,36,69.4
MERCED,36,47.9
MERCEDES ALEXANDRA,36,36.8
MERCEDES BELEN,36,41.9
MERLITA,36,51.4
MERLYN,36,42.2
MICHELLE MARIA,36,21.8
MIHAELA BIANCA,36,23.1
MIHAELA DENISA,36,18.1
MIHAELA RALUCA,36,27.7
MILAGROS CRISTINA,36,46.1
MIRIAN ALEXANDRA,36,35.7
MONICA GUADALUPE,36,38.3
MONICA JACQUELINE,36,40.1
MONIKA EWA,36,33.8
NADALINA,36,66.1
NAHEED,36,39.4
NATALIA DANIELA,36,26.2
NAYELI CARMEN,36,7.4
NAYOMI,36,17.6
NEHAD,36,11.8
NIEVES ROSARIO,36,47.5
NINBE,36,11.5
NOELIA DOLORES,36,32.4
NOELIA MAR,36,25.8
NONITA,36,74.6
NORA CARMEN,36,40.7
NORMA MARGARITA,36,49.9
PAOLA VICTORIA,36,20.7
PATRICIA ELVIRA,36,39.5
PATRICIA JULIA,36,38.9
PAULA EUGENIA,36,33.3
PAULA IOANA,36,15.5
PAULA NEREA,36,11.1
PEI,36,32.1
PHILOMENA,36,54.3
PILAR JULIA,36,63.4
POTENCIANA,36,72.2
PREDESTINA,36,77.8
PRUDENCIA MARIA,36,56.5
RAQUEL ALEXANDRA,36,28.6
RITA ANGELES,36,48.2
RKIYA,36,49.5
ROCIO LORENA,36,28
ROMINA DANIELA,36,29.4
ROSA CARIDAD,36,48.6
ROSA NELIDA,36,54
ROSARIO CONSUELO,36,53.8
ROSIO,36,34.5
ROXANA MARIANA,36,24.4
ROZALINA,36,37.4
RUS,36,27.1
RUTH ALEJANDRA,36,29.9
RUTH MIRIAM,36,35.4
RUTH TERESA,36,39.5
RUXANDA,36,50
SALINA,36,26
SALOBRAR,36,43.1
SANDRA FABIANA,36,43.6
SANDRA JIMENA,36,34.7
SANDRA NATALIA,36,29.7
SANDRA ROSARIO,36,38.6
SARA VANESSA,36,29
SARA VIRGINIA,36,38.2
SHANNON,36,15.1
SHEILA ANNE,36,68.4
SILVIA ELISA,36,43.8
SILVINA BEATRIZ,36,43.2
SONIA ANA,36,42
SONIA GABRIELA,36,26.8
SONIA MARITZA,36,41.8
SONIA VERONICA,36,36.8
STEPHANIE ANN,36,45.6
SUSAN JANET,36,58.8
SUSANA CONCEPCION,36,46.9
SUSANA FRANCISCA,36,49.1
TANIA MERCEDES,36,34.3
TAYRA,36,8.8
TERESA AURORA,36,53
TERESA CLARA,36,52.8
TERESA MATILDE,36,54.6
TIFA,36,47.1
TRINIDAD ROSARIO,36,52.9
VALENTINA DANIELA,36,22.9
VALERIA PAOLA,36,26.8
VANUSA,36,36.7
VEENA,36,49
VERANIA,36,52.6
VERONICA ANA,36,34.4
VIRGINIA ANA,36,40.6
VIRGINIA SOLEDAD,36,37.4
WENLI,36,33.8
WINIFRED,36,63.7
XENIA MARIA,36,21.5
XIAOLIN,36,31.6
XIAOXUE,36,29.4
XIAOYUE,36,35.5
XIULIAN,36,53.1
XIULING,36,42.1
YAJING,36,19.1
YANINA SOLEDAD,36,28
YENNI,36,31.6
YINET,36,29.8
YINUO,36,6.8
YONGQIN,36,40.2
YUNEISY,36,23.8
ZEIDA,36,45.9
ZENIA,36,29.9
ZUBAIDA,36,43.3
ACHUCHA,35,56.7
ADRIANA ROSA,35,39.1
ADRIENNE,35,49.7
AIHONG,35,46.4
AINES,35,12.2
AINHOA BELEN,35,8.8
AINHOA CAROLINA,35,10.6
AINHOA LUCIA,35,8.2
AINHOA VICTORIA,35,10.1
AIURI,35,4.6
ALBA IRENE,35,28.6
ALCORA,35,25.3
ALEGRA,35,8
ALEJANDRA ANA,35,31.5
ALICIA ASUNCION,35,47.9
ALICIA ENCARNACION,35,48.9
ALICIA MARTA,35,52.3
ALINA CARMEN,35,36.9
ALINA MONICA,35,33.6
ALISSA,35,17.7
ALIZIA,35,26.9
ALMA ROCIO,35,20.6
ALVARD,35,47.3
AMALIA ANGELES,35,51.7
AMALIA ANTONIA,35,49.8
AMANPREET,35,23.4
AMELIA ESTHER,35,55.8
AMELIA JOSEFA,35,64.6
AMELIA ROSARIO,35,59.7
AMOR DIOS,35,54.7
AMPARO ROSA,35,59.6
ANA FUENSANTA,35,39.9
ANA MARAVILLAS,35,41.3
ANA MARIA NIEVES,35,64.1
ANA MARIA ROSA,35,60.4
ANA MILAGROSA,35,40.1
ANA MONSERRAT,35,42.5
ANA PALMIRA,35,43.9
ANA SOCORRO,35,47.3
ANA YAIZA,35,26.8
ANABEL MARIA,35,22.2
ANAIR,35,30.1
ANDREA MONTSERRAT,35,21.6
ANDREEA LAURA,35,21.4
ANDREIA SOFIA,35,25.5
ANDREZA,35,32
ANGELA AURORA,35,46
ANGELA CONSUELO,35,50.6
ANGELA INMACULADA,35,31.4
ANGELES BEATRIZ,35,39.8
ANGELES CRISTINA,35,43.6
ANGELICA CRISTINA,35,30.9
ANHELINA,35,21.7
ANNA CHRISTINA,35,48.4
ANNA HELENA,35,37.6
ANTONIA IRENE,35,48.8
ANTONIA LEONOR,35,55.5
ANTONIA MARIA CARMEN,35,65.1
ARACELYS,35,41.5
ARIDANE,35,18.8
ASMAT,35,42.7
ASTRID ELENA,35,38.9
ATHENA,35,22
AUIXA,35,52
BEGUM,35,49.4
BELKIS MARIA,35,46.6
BERTHA ELIZABETH,35,42.8
BETZABE,35,36.8
BIANCA ANDREA,35,10.6
BLANCA ANA,35,45.8
BLANCA CELIA,35,54
BLANCA DORIS,35,52.3
BLANCA NIEVE,35,50.2
BOLIVIA,35,51.2
BRENDA JOYCE,35,68.7
CAMELIA MARIANA,35,34.7
CARLITA,35,46.4
CARMEN DAVINIA,35,28.8
CARMEN FUENSANTA,35,39
CARMEN ROXANA,35,36.3
CARMINIA,35,43.4
CAROLINA LOURDES,35,35.4
CATALINA CRISTINA,35,36.3
CATIANA,35,27
CECILIA CAROLINA,35,34.1
CECILIA CRISTINA,35,42.2
CECILIA MAGDALENA,35,48
CELENE,35,25
CHIARA MARIA,35,19.3
CLAUDIA LETICIA,35,34.4
CLAUDIA MARIELA,35,34.8
CLIO,35,23.7
CODOU,35,29
COLUMBA,35,60.6
CONCEPCION YOLANDA,35,49.6
CRISTINA ALMUDENA,35,31.2
CRISTINA FERNANDA,35,31
CRISTINA MIRELA,35,30.3
CRISTINA RALUCA,35,25.4
CRISTINA VIRGINIA,35,38
CRUZ CARMEN,35,51.7
CYNTHIA LORENA,35,31.8
DAIDA MARIA,35,27.3
DAMIA,35,39.4
DANIA MARIA,35,33
DARIA IOANA,35,5.4
DELIA MERCEDES,35,43.9
DENISA IONELA,35,11.9
DENISE MARIA,35,38.7
DIARA,35,12.3
DIENEBA,35,22.2
DIGNA MERCEDES,35,50
DILENIA,35,32.8
DOLORES CANDELARIA,35,55
DOLORES CECILIA,35,55.3
DONNA LOUISE,35,40.1
DONNA MARIA,35,41.4
DULCE NOMBRE JESUS,35,49.9
DUNE,35,9.7
EDELINA,35,57.4
EL KEBIRA,35,48.4
ELENA COSMINA,35,25.8
ELENA ELVIRA,35,42.3
ELENA GEANINA,35,29.8
ELENA JUANA,35,54.7
ELISA DOLORES,35,53.6
ELISA TERESA,35,50
ELVA ROSA,35,53.9
ELVIRA ANTONIA,35,62.4
EMILY NICOLE,35,10.3
ENCARNACION MERCEDES,35,52.7
ERIKA PILAR,35,26.2
ERMERINDA,35,79.1
ESPINO,35,57.2
ESTELA PILAR,35,20.8
ESTELA ROCIO,35,23.8
EUGENIA BEATRIZ,35,41.5
EVDOCHIA,35,50.8
EVELYN DAYANA,35,14.3
EVELYN KARINA,35,26.8
EVILIA,35,58.7
FABIANA ALEJANDRA,35,32.4
FANNY CECILIA,35,45.5
FATIMA MERCEDES,35,33.6
FELISA CONCEPCION,35,70.6
FLORENCIA SOLEDAD,35,30.2
FLORENTINA ANDREEA,35,23.4
FRANCISCA CANDELARIA,35,56.7
FRANCISCA GUADALUPE,35,52.3
FRANCISCA SONIA,35,42.2
FRANCISCA SUSANA,35,50.7
FREDESWINDA,35,69.6
GABRIELE MARIA,35,55.6
GEMA ESPERANZA,35,32.2
GEMA MILAGROS,35,41.5
GENOVEVA CARMEN,35,50
GEORGETA CRISTINA,35,32
GERGINA,35,47.8
GERMINA,35,60
GESSICA,35,27.4
GLADYS MAGDALENA,35,51.5
GLADYS SOCORRO,35,51.4
GLORIA AZUCENA,35,48.8
GLORIA ESTELLA,35,48.7
GLORIA FATIMA,35,45.8
GLORIA FERNANDA,35,47.5
GUZEL,35,39.2
HAIWEI,35,35.8
HAIZE,35,15.8
HANANA,35,33.2
HAO,35,21.6
HAYAM,35,12.3
HERMANDINA,35,71.8
HONGYU,35,37.1
HOUNAIDA,35,23.7
HOUSNA,35,30.3
INASSE,35,8.2
INES CONCEPCION,35,50.5
INMACULADA LOURDES,35,47
IOANA FLORINA,35,25.4
IORDANA,35,45
IOVANA,35,29.8
IRENE JESUS,35,46.2
IRENE JULIA,35,37.9
ISABEL MARIA CARMEN,35,67.1
ISABEL PAZ,35,49.8
IVANOVA,35,36
JANETH CARMEN,35,38.2
JANETH ROCIO,35,40.3
JENYFER,35,21.8
JESSICA JAZMIN,35,25.3
JESUS CARMEN,35,49.6
JIAWEN,35,11.1
JOANA CARMEN,35,29.9
JOCABED,35,25
JOHANA MARCELA,35,28.5
JOLANDA,35,47.6
JOLANTA MARIA,35,47.5
JOSEFA GEMA,35,44
JUANA GUADALUPE,35,54
JULUD,35,9.6
KARLA FERNANDA,35,22.5
KELLY ELIZABETH,35,24.7
KIOWA,35,17.3
KRISTEN,35,16.5
LANDELINA,35,71.1
LARA VICTORIA,35,17.6
LAURA CARLOTA,35,26.2
LAURA GLORIA,35,38.2
LAURA LOURDES,35,36.6
LEONOR MERCEDES,35,59.2
LEYDI JOHANNA,35,28.6
LIBIA MARIA,35,47
LIKA,35,18.8
LILIAN RAQUEL,35,31.4
LILIANNE,35,37.2
LINET,35,16.7
LIZ NOELIA,35,27.6
LUISA CARLOTA,35,48.6
LUISA ELVIRA,35,53.8
LUMINITA DANIELA,35,37
LUZ AYDA,35,40.7
LUZ IRENE,35,41.7
LUZ MARLENY,35,49.1
M'BARKA,35,47.9
MACARENA ROSARIO,35,32.7
MANSOURA,35,38.3
MANUELA FATIMA,35,47
MARAH,35,12.3
MARCELA CARMEN,35,44.7
MARCIA APARECIDA,35,41.4
MARIA AGAPITA,35,63.6
MARIA ANA ISABEL,35,54
MARIA ARSELINA,35,65
MARIA ATOCHA,35,58.2
MARIA CARMEN BEATRIZ,35,60.2
MARIA DOLORES ISABEL,35,61
MARIA DULZURA,35,64.8
MARIA HUERTO,35,50.8
MARIA ILEANA,35,38
MARIA JUDITE,35,56.2
MARIA OLEGARIA,35,62.2
MARIA PILAR VICTORIA,35,61.8
MARIA PREDESTINACION,35,69.6
MARIA VIRGILIA,35,58.8
MARICA,35,40.2
MARIE CHANTAL,35,43.4
MARIE NOELLE,35,54.1
MARIELENA,35,29.6
MARINA MILAGROS,35,44.6
MARLENE ROCIO,35,41.7
MARTA MANUELA,35,29.4
MARTA PINO,35,28
MARTHA JUDITH,35,47.4
MARTHA RUTH,35,51
MARY ESTHER,35,40.4
MAYSAM,35,6.6
MAYSSA,35,6.3
MEKKA,35,40.5
MELEK,35,7.5
MERCEDES CECILIA,35,47.1
MERY ELIZABETH,35,37.3
MIHAELA CAMELIA,35,31.5
MIHAELA CORNELIA,35,34.3
MIREIA CARMEN,35,23.5
MIREN MAIALEN,35,41.5
MIREN MAITENA,35,64.1
MIRIAM GRACIELA,35,45.4
MIRIAM JUDITH,35,33.7
MIRIAN ROSARIO,35,38
MONICA EDITH,35,43
MONICA NIEVES,35,36.8
MONICA NOEMI,35,41.8
MONIQUE MARIE,35,68.1
MUSKILDA,35,32.8
NANCY JANETH,35,38.8
NANCY MARGOTH,35,39.3
NANCY SUSANA,35,44.9
NANULI,35,56.1
NATALIA LOURDES,35,34.3
NAYAB,35,14.2
NEREA ALEJANDRA,35,8.2
NEREIDA PINO,35,26.6
NEUS MARIA,35,27
NEVA,35,30.2
NICOLE CAROLINA,35,15.7
NIEVES ANGELES,35,48.2
NIEVES ISABEL,35,53
NIEVES LOURDES,35,45.6
NING,35,28.3
NORMA PIEDAD,35,45
NOUHAD,35,29
OANA NICOLETA,35,26.4
OMAIDA,35,45.6
OSAS,35,32.7
PAOLA VANESA,35,34
PATRICIA FRANCISCA,35,39.5
PATRICIA HELENA,35,36.9
PATRICIA JARA,35,33.1
PETRA ANTONIA,35,62.7
PIEDAD ROCIO,35,39.2
PILAR GUADALUPE,35,50.9
PLAUTILA,35,75.9
PROCOPIA,35,77.9
PUSHPA,35,53.1
QIAO,35,30.3
